Device: /dev/input/event3
Input driver version is 1.0.1
Input device ID: bus 0x11 vendor 0x1 product 0x1 version 0xab83
Input device name: "AT Translated Set 2 keyboard"
    Event code 58 (KEY_CAPSLOCK)
    Event code 59 (KEY_F1)
    Event code 60 (KEY_F2)
    Event code 61 (KEY_F3)
    Event code 62 (KEY_F4)
    Event code 63 (KEY_F5)
    Event code 64 (KEY_F6)
    Event code 65 (KEY_F7)
    Event code 66 (KEY_F8)
    Event code 67 (KEY_F9)
    Event code 68 (KEY_F10)
    Event code 69 (KEY_NUMLOCK)
    Event code 70 (KEY_SCROLLLOCK)
    Event code 71 (KEY_KP7)
    Event code 72 (KEY_KP8)
    Event code 73 (KEY_KP9)
    Event code 74 (KEY_KPMINUS)
    Event code 75 (KEY_KP4)
    Event code 76 (KEY_KP5)
    Event code 77 (KEY_KP6)
    Event code 78 (KEY_KPPLUS)
    Event code 79 (KEY_KP1)
    Event code 80 (KEY_KP2)
    Event code 81 (KEY_KP3)
    Event code 82 (KEY_KP0)
    Event code 83 (KEY_KPDOT)
    Event code 85 (KEY_ZENKAKUHANKAKU)
    Event code 86 (KEY_102ND)
    Event code 87 (KEY_F11)
    Event code 88 (KEY_F12)
    Event code 89 (KEY_RO)
    Event code 90 (KEY_KATAKANA)
    Event code 91 (KEY_HIRAGANA)
    Event code 92 (KEY_HENKAN)
    Event code 93 (KEY_KATAKANAHIRAGANA)
    Event code 94 (KEY_MUHENKAN)
    Event code 95 (KEY_KPJPCOMMA)
    Event code 96 (KEY_KPENTER)
    Event code 97 (KEY_RIGHTCTRL)
    Event code 98 (KEY_KPSLASH)
    Event code 99 (KEY_SYSRQ)
    Event code 100 (KEY_RIGHTALT)
    Event code 102 (KEY_HOME)
    Event code 103 (KEY_UP)
    Event code 104 (KEY_PAGEUP)
    Event code 105 (KEY_LEFT)
    Event code 106 (KEY_RIGHT)
    Event code 107 (KEY_END)
    Event code 108 (KEY_DOWN)
    Event code 109 (KEY_PAGEDOWN)
    Event code 110 (KEY_INSERT)
    Event code 111 (KEY_DELETE)
    Event code 112 (KEY_MACRO)
    Event code 113 (KEY_MUTE)
    Event code 114 (KEY_VOLUMEDOWN)
    Event code 115 (KEY_VOLUMEUP)
    Event code 116 (KEY_POWER)
    Event code 117 (KEY_KPEQUAL)
    Event code 118 (KEY_KPPLUSMINUS)
    Event code 119 (KEY_PAUSE)
    Event code 121 (KEY_KPCOMMA)
    Event code 122 (KEY_HANGUEL)
    Event code 123 (KEY_HANJA)
    Event code 124 (KEY_YEN)
    Event code 125 (KEY_LEFTMETA)
    Event code 126 (KEY_RIGHTMETA)
    Event code 127 (KEY_COMPOSE)
    Event code 128 (KEY_STOP)
    Event code 140 (KEY_CALC)
    Event code 142 (KEY_SLEEP)
    Event code 143 (KEY_WAKEUP)
    Event code 155 (KEY_MAIL)
    Event code 156 (KEY_BOOKMARKS)
    Event code 157 (KEY_COMPUTER)
    Event code 158 (KEY_BACK)
    Event code 159 (KEY_FORWARD)
    Event code 163 (KEY_NEXTSONG)
    Event code 164 (KEY_PLAYPAUSE)
    Event code 165 (KEY_PREVIOUSSONG)
    Event code 166 (KEY_STOPCD)
    Event code 172 (KEY_HOMEPAGE)
    Event code 173 (KEY_REFRESH)
    Event code 183 (KEY_F13)
    Event code 184 (KEY_F14)
    Event code 185 (KEY_F15)
    Event code 217 (KEY_SEARCH)
    Event code 226 (KEY_MEDIA)
  Event type 4 (EV_MSC)
    Event code 4 (MSC_SCAN)
  Event type 17 (EV_LED)
    Event code 0 (LED_NUML) state 1
    Event code 1 (LED_CAPSL) state 0
    Event code 2 (LED_SCROLLL) state 0
Key repeat handling:
  Repeat type 20 (EV_REP)
    Repeat code 0 (REP_DELAY)
      Value    250
    Repeat code 1 (REP_PERIOD)
      Value     33
Properties:
Testing ... (interrupt to exit)
Event: time 1732719061.079934, type 17 (EV_LED), code 0 (LED_NUML), value 0
Event: time 1732719061.079934, type 4 (EV_MSC), code 4 (MSC_SCAN), value 38
Event: time 1732719061.079934, type 1 (EV_KEY), code 56 (KEY_LEFTALT), value 1
Event: time 1732719061.079934, -------------- SYN_REPORT ------------
Event: time 1732719061.192723, type 4 (EV_MSC), code 4 (MSC_SCAN), value 0f
Event: time 1732719061.192723, type 1 (EV_KEY), code 15 (KEY_TAB), value 1
Event: time 1732719061.192723, -------------- SYN_REPORT ------------
Event: time 1732719061.275156, type 4 (EV_MSC), code 4 (MSC_SCAN), value 0f
Event: time 1732719061.275156, type 1 (EV_KEY), code 15 (KEY_TAB), value 0
Event: time 1732719061.275156, -------------- SYN_REPORT ------------
Event: time 1732719062.167371, type 4 (EV_MSC), code 4 (MSC_SCAN), value 38
Event: time 1732719062.167371, type 1 (EV_KEY), code 56 (KEY_LEFTALT), value 0
Event: time 1732719062.167371, -------------- SYN_REPORT ------------
Event: time 1732719062.618105, type 4 (EV_MSC), code 4 (MSC_SCAN), value db
Event: time 1732719062.618105, type 1 (EV_KEY), code 125 (KEY_LEFTMETA), value 1
Event: time 1732719062.618105, -------------- SYN_REPORT ------------
Event: time 1732719062.667163, type 4 (EV_MSC), code 4 (MSC_SCAN), value db
Event: time 1732719062.667163, type 1 (EV_KEY), code 125 (KEY_LEFTMETA), value 0
Event: time 1732719062.667163, -------------- SYN_REPORT ------------
Event: time 1732719062.759629, type 4 (EV_MSC), code 4 (MSC_SCAN), value db
Event: time 1732719062.759629, type 1 (EV_KEY), code 125 (KEY_LEFTMETA), value 1
Event: time 1732719062.759629, -------------- SYN_REPORT ------------
Event: time 1732719062.829353, type 4 (EV_MSC), code 4 (MSC_SCAN), value db
Event: time 1732719062.829353, type 1 (EV_KEY), code 125 (KEY_LEFTMETA), value 0
Event: time 1732719062.829353, -------------- SYN_REPORT ------------
Event: time 1732719063.401029, type 4 (EV_MSC), code 4 (MSC_SCAN), value 21
Event: time 1732719063.401029, type 1 (EV_KEY), code 33 (KEY_F), value 1
Event: time 1732719063.401029, -------------- SYN_REPORT ------------
Event: time 1732719063.496844, type 4 (EV_MSC), code 4 (MSC_SCAN), value 21
Event: time 1732719063.496844, type 1 (EV_KEY), code 33 (KEY_F), value 0
Event: time 1732719063.496844, -------------- SYN_REPORT ------------
Event: time 1732719063.668459, type 4 (EV_MSC), code 4 (MSC_SCAN), value 17
Event: time 1732719063.668459, type 1 (EV_KEY), code 23 (KEY_I), value 1
Event: time 1732719063.668459, -------------- SYN_REPORT ------------
Event: time 1732719063.760376, type 4 (EV_MSC), code 4 (MSC_SCAN), value 17
Event: time 1732719063.760376, type 1 (EV_KEY), code 23 (KEY_I), value 0
Event: time 1732719063.760376, -------------- SYN_REPORT ------------
Event: time 1732719063.769658, type 4 (EV_MSC), code 4 (MSC_SCAN), value 13
Event: time 1732719063.769658, type 1 (EV_KEY), code 19 (KEY_R), value 1
Event: time 1732719063.769658, -------------- SYN_REPORT ------------
Event: time 1732719063.873479, type 4 (EV_MSC), code 4 (MSC_SCAN), value 12
Event: time 1732719063.873479, type 1 (EV_KEY), code 18 (KEY_E), value 1
Event: time 1732719063.873479, -------------- SYN_REPORT ------------
Event: time 1732719063.888596, type 4 (EV_MSC), code 4 (MSC_SCAN), value 13
Event: time 1732719063.888596, type 1 (EV_KEY), code 19 (KEY_R), value 0
Event: time 1732719063.888596, -------------- SYN_REPORT ------------
Event: time 1732719063.953073, type 4 (EV_MSC), code 4 (MSC_SCAN), value 12
Event: time 1732719063.953073, type 1 (EV_KEY), code 18 (KEY_E), value 0
Event: time 1732719063.953073, -------------- SYN_REPORT ------------
Event: time 1732719064.144402, type 4 (EV_MSC), code 4 (MSC_SCAN), value 36
Event: time 1732719064.144402, type 1 (EV_KEY), code 54 (KEY_RIGHTSHIFT), value 1
Event: time 1732719064.144402, -------------- SYN_REPORT ------------
Event: time 1732719064.248183, type 4 (EV_MSC), code 4 (MSC_SCAN), value 36
Event: time 1732719064.248183, type 1 (EV_KEY), code 54 (KEY_RIGHTSHIFT), value 0
Event: time 1732719064.248183, -------------- SYN_REPORT ------------
Event: time 1732719067.197115, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1c
Event: time 1732719067.197115, type 1 (EV_KEY), code 28 (KEY_ENTER), value 1
Event: time 1732719067.197115, -------------- SYN_REPORT ------------
Event: time 1732719067.271198, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1c
Event: time 1732719067.271198, type 1 (EV_KEY), code 28 (KEY_ENTER), value 0
Event: time 1732719067.271198, -------------- SYN_REPORT ------------
Event: time 1732719075.753065, type 4 (EV_MSC), code 4 (MSC_SCAN), value 31
Event: time 1732719075.753065, type 1 (EV_KEY), code 49 (KEY_N), value 1
Event: time 1732719075.753065, -------------- SYN_REPORT ------------
Event: time 1732719075.830267, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1e
Event: time 1732719075.830267, type 1 (EV_KEY), code 30 (KEY_A), value 1
Event: time 1732719075.830267, -------------- SYN_REPORT ------------
Event: time 1732719075.857073, type 4 (EV_MSC), code 4 (MSC_SCAN), value 31
Event: time 1732719075.857073, type 1 (EV_KEY), code 49 (KEY_N), value 0
Event: time 1732719075.857073, -------------- SYN_REPORT ------------
Event: time 1732719075.903156, type 4 (EV_MSC), code 4 (MSC_SCAN), value 13
Event: time 1732719075.903156, type 1 (EV_KEY), code 19 (KEY_R), value 1
Event: time 1732719075.903156, -------------- SYN_REPORT ------------
Event: time 1732719075.942440, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1e
Event: time 1732719075.942440, type 1 (EV_KEY), code 30 (KEY_A), value 0
Event: time 1732719075.942440, -------------- SYN_REPORT ------------
Event: time 1732719075.988463, type 4 (EV_MSC), code 4 (MSC_SCAN), value 13
Event: time 1732719075.988463, type 1 (EV_KEY), code 19 (KEY_R), value 0
Event: time 1732719075.988463, -------------- SYN_REPORT ------------
Event: time 1732719076.130682, type 4 (EV_MSC), code 4 (MSC_SCAN), value 2e
Event: time 1732719076.130682, type 1 (EV_KEY), code 46 (KEY_C), value 1
Event: time 1732719076.130682, -------------- SYN_REPORT ------------
Event: time 1732719076.245183, type 4 (EV_MSC), code 4 (MSC_SCAN), value 2e
Event: time 1732719076.245183, type 1 (EV_KEY), code 46 (KEY_C), value 0
Event: time 1732719076.245183, -------------- SYN_REPORT ------------
Event: time 1732719076.298443, type 4 (EV_MSC), code 4 (MSC_SCAN), value 17
Event: time 1732719076.298443, type 1 (EV_KEY), code 23 (KEY_I), value 1
Event: time 1732719076.298443, -------------- SYN_REPORT ------------
Event: time 1732719076.409245, type 4 (EV_MSC), code 4 (MSC_SCAN), value 17
Event: time 1732719076.409245, type 1 (EV_KEY), code 23 (KEY_I), value 0
Event: time 1732719076.409245, -------------- SYN_REPORT ------------
Event: time 1732719077.638266, type 4 (EV_MSC), code 4 (MSC_SCAN), value 34
Event: time 1732719077.638266, type 1 (EV_KEY), code 52 (KEY_DOT), value 1
Event: time 1732719077.638266, -------------- SYN_REPORT ------------
Event: time 1732719077.713516, type 4 (EV_MSC), code 4 (MSC_SCAN), value 34
Event: time 1732719077.713516, type 1 (EV_KEY), code 52 (KEY_DOT), value 0
Event: time 1732719077.713516, -------------- SYN_REPORT ------------
Event: time 1732719078.035072, type 4 (EV_MSC), code 4 (MSC_SCAN), value 25
Event: time 1732719078.035072, type 1 (EV_KEY), code 37 (KEY_K), value 1
Event: time 1732719078.035072, -------------- SYN_REPORT ------------
Event: time 1732719078.114378, type 4 (EV_MSC), code 4 (MSC_SCAN), value 25
Event: time 1732719078.114378, type 1 (EV_KEY), code 37 (KEY_K), value 0
Event: time 1732719078.114378, -------------- SYN_REPORT ------------
Event: time 1732719078.233045, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1e
Event: time 1732719078.233045, type 1 (EV_KEY), code 30 (KEY_A), value 1
Event: time 1732719078.233045, -------------- SYN_REPORT ------------
Event: time 1732719078.365945, type 4 (EV_MSC), code 4 (MSC_SCAN), value 13
Event: time 1732719078.365945, type 1 (EV_KEY), code 19 (KEY_R), value 1
Event: time 1732719078.365945, -------------- SYN_REPORT ------------
Event: time 1732719078.393847, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1e
Event: time 1732719078.393847, type 1 (EV_KEY), code 30 (KEY_A), value 0
Event: time 1732719078.393847, -------------- SYN_REPORT ------------
Event: time 1732719078.508003, type 4 (EV_MSC), code 4 (MSC_SCAN), value 13
Event: time 1732719078.508003, type 1 (EV_KEY), code 19 (KEY_R), value 0
Event: time 1732719078.508003, -------------- SYN_REPORT ------------
Event: time 1732719078.516430, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1e
Event: time 1732719078.516430, type 1 (EV_KEY), code 30 (KEY_A), value 1
Event: time 1732719078.516430, -------------- SYN_REPORT ------------
Event: time 1732719078.529053, type 4 (EV_MSC), code 4 (MSC_SCAN), value 13
Event: time 1732719078.529053, type 1 (EV_KEY), code 19 (KEY_R), value 1
Event: time 1732719078.529053, -------------- SYN_REPORT ------------
Event: time 1732719078.581188, type 4 (EV_MSC), code 4 (MSC_SCAN), value 13
Event: time 1732719078.581188, type 1 (EV_KEY), code 19 (KEY_R), value 0
Event: time 1732719078.581188, -------------- SYN_REPORT ------------
Event: time 1732719078.665736, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1e
Event: time 1732719078.665736, type 1 (EV_KEY), code 30 (KEY_A), value 0
Event: time 1732719078.665736, -------------- SYN_REPORT ------------
Event: time 1732719078.938392, type 4 (EV_MSC), code 4 (MSC_SCAN), value 31
Event: time 1732719078.938392, type 1 (EV_KEY), code 49 (KEY_N), value 1
Event: time 1732719078.938392, -------------- SYN_REPORT ------------
Event: time 1732719079.030076, type 4 (EV_MSC), code 4 (MSC_SCAN), value 31
Event: time 1732719079.030076, type 1 (EV_KEY), code 49 (KEY_N), value 0
Event: time 1732719079.030076, -------------- SYN_REPORT ------------
Event: time 1732719079.081979, type 4 (EV_MSC), code 4 (MSC_SCAN), value 21
Event: time 1732719079.081979, type 1 (EV_KEY), code 33 (KEY_F), value 1
Event: time 1732719079.081979, -------------- SYN_REPORT ------------
Event: time 1732719079.180545, type 4 (EV_MSC), code 4 (MSC_SCAN), value 21
Event: time 1732719079.180545, type 1 (EV_KEY), code 33 (KEY_F), value 0
Event: time 1732719079.180545, -------------- SYN_REPORT ------------
Event: time 1732719079.228018, type 4 (EV_MSC), code 4 (MSC_SCAN), value 17
Event: time 1732719079.228018, type 1 (EV_KEY), code 23 (KEY_I), value 1
Event: time 1732719079.228018, -------------- SYN_REPORT ------------
Event: time 1732719079.302407, type 4 (EV_MSC), code 4 (MSC_SCAN), value 17
Event: time 1732719079.302407, type 1 (EV_KEY), code 23 (KEY_I), value 0
Event: time 1732719079.302407, -------------- SYN_REPORT ------------
Event: time 1732719079.427630, type 4 (EV_MSC), code 4 (MSC_SCAN), value 26
Event: time 1732719079.427630, type 1 (EV_KEY), code 38 (KEY_L), value 1
Event: time 1732719079.427630, -------------- SYN_REPORT ------------
Event: time 1732719079.490276, type 4 (EV_MSC), code 4 (MSC_SCAN), value 26
Event: time 1732719079.490276, type 1 (EV_KEY), code 38 (KEY_L), value 0
Event: time 1732719079.490276, -------------- SYN_REPORT ------------
Event: time 1732719079.576465, type 4 (EV_MSC), code 4 (MSC_SCAN), value 18
Event: time 1732719079.576465, type 1 (EV_KEY), code 24 (KEY_O), value 1
Event: time 1732719079.576465, -------------- SYN_REPORT ------------
Event: time 1732719079.662936, type 4 (EV_MSC), code 4 (MSC_SCAN), value 18
Event: time 1732719079.662936, type 1 (EV_KEY), code 24 (KEY_O), value 0
Event: time 1732719079.662936, -------------- SYN_REPORT ------------
Event: time 1732719080.058289, type 4 (EV_MSC), code 4 (MSC_SCAN), value 2f
Event: time 1732719080.058289, type 1 (EV_KEY), code 47 (KEY_V), value 1
Event: time 1732719080.058289, -------------- SYN_REPORT ------------
Event: time 1732719080.152809, type 4 (EV_MSC), code 4 (MSC_SCAN), value 2f
Event: time 1732719080.152809, type 1 (EV_KEY), code 47 (KEY_V), value 0
Event: time 1732719080.152809, -------------- SYN_REPORT ------------
Event: time 1732719080.341468, type 4 (EV_MSC), code 4 (MSC_SCAN), value 3a
Event: time 1732719080.341468, type 1 (EV_KEY), code 58 (KEY_CAPSLOCK), value 1
Event: time 1732719080.341468, -------------- SYN_REPORT ------------
Event: time 1732719080.341717, type 17 (EV_LED), code 0 (LED_NUML), value 1
Event: time 1732719080.341717, type 17 (EV_LED), code 1 (LED_CAPSL), value 1
Event: time 1732719080.341717, -------------- SYN_REPORT ------------
Event: time 1732719080.647484, type 4 (EV_MSC), code 4 (MSC_SCAN), value 03
Event: time 1732719080.647484, type 1 (EV_KEY), code 3 (KEY_2), value 1
Event: time 1732719080.647484, -------------- SYN_REPORT ------------
Event: time 1732719080.742490, type 4 (EV_MSC), code 4 (MSC_SCAN), value 03
Event: time 1732719080.742490, type 1 (EV_KEY), code 3 (KEY_2), value 0
Event: time 1732719080.742490, -------------- SYN_REPORT ------------
Event: time 1732719080.754042, type 4 (EV_MSC), code 4 (MSC_SCAN), value 3a
Event: time 1732719080.754042, type 1 (EV_KEY), code 58 (KEY_CAPSLOCK), value 0
Event: time 1732719080.754042, -------------- SYN_REPORT ------------
Event: time 1732719081.085247, type 4 (EV_MSC), code 4 (MSC_SCAN), value 22
Event: time 1732719081.085247, type 1 (EV_KEY), code 34 (KEY_G), value 1
Event: time 1732719081.085247, -------------- SYN_REPORT ------------
Event: time 1732719081.199284, type 4 (EV_MSC), code 4 (MSC_SCAN), value 22
Event: time 1732719081.199284, type 1 (EV_KEY), code 34 (KEY_G), value 0
Event: time 1732719081.199284, -------------- SYN_REPORT ------------
Event: time 1732719081.269277, type 4 (EV_MSC), code 4 (MSC_SCAN), value 32
Event: time 1732719081.269277, type 1 (EV_KEY), code 50 (KEY_M), value 1
Event: time 1732719081.269277, -------------- SYN_REPORT ------------
Event: time 1732719081.320640, type 4 (EV_MSC), code 4 (MSC_SCAN), value 32
Event: time 1732719081.320640, type 1 (EV_KEY), code 50 (KEY_M), value 0
Event: time 1732719081.320640, -------------- SYN_REPORT ------------
Event: time 1732719082.198853, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1e
Event: time 1732719082.198853, type 1 (EV_KEY), code 30 (KEY_A), value 1
Event: time 1732719082.198853, -------------- SYN_REPORT ------------
Event: time 1732719082.318854, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1e
Event: time 1732719082.318854, type 1 (EV_KEY), code 30 (KEY_A), value 0
Event: time 1732719082.318854, -------------- SYN_REPORT ------------
Event: time 1732719082.387573, type 4 (EV_MSC), code 4 (MSC_SCAN), value 17
Event: time 1732719082.387573, type 1 (EV_KEY), code 23 (KEY_I), value 1
Event: time 1732719082.387573, -------------- SYN_REPORT ------------
Event: time 1732719082.450075, type 4 (EV_MSC), code 4 (MSC_SCAN), value 17
Event: time 1732719082.450075, type 1 (EV_KEY), code 23 (KEY_I), value 0
Event: time 1732719082.450075, -------------- SYN_REPORT ------------
Event: time 1732719083.022604, type 4 (EV_MSC), code 4 (MSC_SCAN), value 26
Event: time 1732719083.022604, type 1 (EV_KEY), code 38 (KEY_L), value 1
Event: time 1732719083.022604, -------------- SYN_REPORT ------------
Event: time 1732719083.090951, type 4 (EV_MSC), code 4 (MSC_SCAN), value 26
Event: time 1732719083.090951, type 1 (EV_KEY), code 38 (KEY_L), value 0
Event: time 1732719083.090951, -------------- SYN_REPORT ------------
Event: time 1732719083.249781, type 4 (EV_MSC), code 4 (MSC_SCAN), value 34
Event: time 1732719083.249781, type 1 (EV_KEY), code 52 (KEY_DOT), value 1
Event: time 1732719083.249781, -------------- SYN_REPORT ------------
Event: time 1732719083.328636, type 4 (EV_MSC), code 4 (MSC_SCAN), value 34
Event: time 1732719083.328636, type 1 (EV_KEY), code 52 (KEY_DOT), value 0
Event: time 1732719083.328636, -------------- SYN_REPORT ------------
Event: time 1732719083.443729, type 4 (EV_MSC), code 4 (MSC_SCAN), value 2e
Event: time 1732719083.443729, type 1 (EV_KEY), code 46 (KEY_C), value 1
Event: time 1732719083.443729, -------------- SYN_REPORT ------------
Event: time 1732719083.528125, type 4 (EV_MSC), code 4 (MSC_SCAN), value 2e
Event: time 1732719083.528125, type 1 (EV_KEY), code 46 (KEY_C), value 0
Event: time 1732719083.528125, -------------- SYN_REPORT ------------
Event: time 1732719083.652648, type 4 (EV_MSC), code 4 (MSC_SCAN), value 18
Event: time 1732719083.652648, type 1 (EV_KEY), code 24 (KEY_O), value 1
Event: time 1732719083.652648, -------------- SYN_REPORT ------------
Event: time 1732719083.734956, type 4 (EV_MSC), code 4 (MSC_SCAN), value 18
Event: time 1732719083.734956, type 1 (EV_KEY), code 24 (KEY_O), value 0
Event: time 1732719083.734956, -------------- SYN_REPORT ------------
Event: time 1732719083.904336, type 4 (EV_MSC), code 4 (MSC_SCAN), value 32
Event: time 1732719083.904336, type 1 (EV_KEY), code 50 (KEY_M), value 1
Event: time 1732719083.904336, -------------- SYN_REPORT ------------
Event: time 1732719083.971617, type 4 (EV_MSC), code 4 (MSC_SCAN), value 32
Event: time 1732719083.971617, type 1 (EV_KEY), code 50 (KEY_M), value 0
Event: time 1732719083.971617, -------------- SYN_REPORT ------------
Event: time 1732719086.333455, type 4 (EV_MSC), code 4 (MSC_SCAN), value 3a
Event: time 1732719086.333455, type 1 (EV_KEY), code 58 (KEY_CAPSLOCK), value 1
Event: time 1732719086.333455, -------------- SYN_REPORT ------------
Event: time 1732719086.460065, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1e
Event: time 1732719086.460065, type 1 (EV_KEY), code 30 (KEY_A), value 1
Event: time 1732719086.460065, -------------- SYN_REPORT ------------
Event: time 1732719086.474941, type 4 (EV_MSC), code 4 (MSC_SCAN), value 3a
Event: time 1732719086.474941, type 1 (EV_KEY), code 58 (KEY_CAPSLOCK), value 0
Event: time 1732719086.474941, -------------- SYN_REPORT ------------
Event: time 1732719086.475167, type 17 (EV_LED), code 1 (LED_CAPSL), value 0
Event: time 1732719086.475167, -------------- SYN_REPORT ------------
Event: time 1732719086.571608, type 4 (EV_MSC), code 4 (MSC_SCAN), value 3a
Event: time 1732719086.571608, type 1 (EV_KEY), code 58 (KEY_CAPSLOCK), value 1
Event: time 1732719086.571608, -------------- SYN_REPORT ------------
Event: time 1732719086.571780, type 17 (EV_LED), code 1 (LED_CAPSL), value 1
Event: time 1732719086.571780, -------------- SYN_REPORT ------------
Event: time 1732719086.617901, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1e
Event: time 1732719086.617901, type 1 (EV_KEY), code 30 (KEY_A), value 0
Event: time 1732719086.617901, -------------- SYN_REPORT ------------
Event: time 1732719086.686309, type 4 (EV_MSC), code 4 (MSC_SCAN), value 3a
Event: time 1732719086.686309, type 1 (EV_KEY), code 58 (KEY_CAPSLOCK), value 0
Event: time 1732719086.686309, -------------- SYN_REPORT ------------
Event: time 1732719089.188421, type 4 (EV_MSC), code 4 (MSC_SCAN), value 31
Event: time 1732719089.188421, type 1 (EV_KEY), code 49 (KEY_N), value 1
Event: time 1732719089.188421, -------------- SYN_REPORT ------------
Event: time 1732719089.261031, type 4 (EV_MSC), code 4 (MSC_SCAN), value 31
Event: time 1732719089.261031, type 1 (EV_KEY), code 49 (KEY_N), value 0
Event: time 1732719089.261031, -------------- SYN_REPORT ------------
Event: time 1732719089.390306, type 4 (EV_MSC), code 4 (MSC_SCAN), value 22
Event: time 1732719089.390306, type 1 (EV_KEY), code 34 (KEY_G), value 1
Event: time 1732719089.390306, -------------- SYN_REPORT ------------
Event: time 1732719089.503519, type 4 (EV_MSC), code 4 (MSC_SCAN), value 22
Event: time 1732719089.503519, type 1 (EV_KEY), code 34 (KEY_G), value 0
Event: time 1732719089.503519, -------------- SYN_REPORT ------------
Event: time 1732719090.230696, type 4 (EV_MSC), code 4 (MSC_SCAN), value 12
Event: time 1732719090.230696, type 1 (EV_KEY), code 18 (KEY_E), value 1
Event: time 1732719090.230696, -------------- SYN_REPORT ------------
Event: time 1732719090.334100, type 4 (EV_MSC), code 4 (MSC_SCAN), value 12
Event: time 1732719090.334100, type 1 (EV_KEY), code 18 (KEY_E), value 0
Event: time 1732719090.334100, -------------- SYN_REPORT ------------
Event: time 1732719090.679371, type 4 (EV_MSC), code 4 (MSC_SCAN), value 26
Event: time 1732719090.679371, type 1 (EV_KEY), code 38 (KEY_L), value 1
Event: time 1732719090.679371, -------------- SYN_REPORT ------------
Event: time 1732719090.757768, type 4 (EV_MSC), code 4 (MSC_SCAN), value 26
Event: time 1732719090.757768, type 1 (EV_KEY), code 38 (KEY_L), value 0
Event: time 1732719090.757768, -------------- SYN_REPORT ------------
Event: time 1732719090.790206, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1e
Event: time 1732719090.790206, type 1 (EV_KEY), code 30 (KEY_A), value 1
Event: time 1732719090.790206, -------------- SYN_REPORT ------------
Event: time 1732719090.864977, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1e
Event: time 1732719090.864977, type 1 (EV_KEY), code 30 (KEY_A), value 0
Event: time 1732719090.864977, -------------- SYN_REPORT ------------
Event: time 1732719091.483062, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1e
Event: time 1732719091.483062, type 1 (EV_KEY), code 30 (KEY_A), value 1
Event: time 1732719091.483062, -------------- SYN_REPORT ------------
Event: time 1732719091.542724, type 4 (EV_MSC), code 4 (MSC_SCAN), value 1e
Event: time 1732719091.542724, type 1 (EV_KEY), code 30 (KEY_A), value 0
Event: time 1732719091.542724, -------------- SYN_REPORT ------------
